title,url,imgUrl,page,custom_redirect,text,fullText,Category,Potential Category,Rank,Hide,isFree,isTopRated,verified,premium,related_item_1_title,related_item_1_imgUrl,related_item_1_page,related_item_1_fullText,related_item_1_title,related_item_1_imgUrl,related_item_1_page,related_item_1_fullText
Bluebeard's Bride,https://magpiegames.com/collections/bluebeards-bride,https://magpiegames.com/cdn/shop/products/WS-BluebeardsBride-Corebook.jpg?v=1626357600&width=360,bluebeardsbride,,"Bluebeard's Bride is an investigatory horror tabletop RPG based on the Bluebeard fairy tale. It uniquely centers on a single protagonist, the Bride, who explores her mysterious husband’s home, uncovering horrors and secrets. The game delves deep into themes of femininity, trust, and betrayal, with a strong emphasis on narrative and psychological tension. Players act out different facets of the Bride's psyche, collaborating to steer the unfolding story, which is designed to challenge perceptions and evoke deep emotional responses.","<article>
    <section>
        <h2>Introduction</h2>
        <p>Bluebeard's Bride is a gothic horror RPG that offers a deep dive into psychological horror through the lens of the infamous Bluebeard fairy tale. Players explore the eerie and opulent mansion of Bluebeard, each taking on the role of an aspect of the Bride's psyche to discover dark secrets and navigate complex themes of power and femininity.</p>
    </section>
    <section>
        <h2>Game Mechanics</h2>
        <p>The game employs the Powered by the Apocalypse engine, adapted to focus heavily on narrative development and player choice. It leverages simple yet profound mechanics to drive the story forward, with players' decisions directly influencing the suspense and direction of the narrative.</p>
    </section>
    <section>
        <h2>Unique Features</h2>
        <p>Distinctive to Bluebeard's Bride is its thematic exploration of horror from a feminine perspective, engaging players in a narrative that intertwines fear, betrayal, and the grotesque. The game's structure encourages players to confront unsettling truths and moral dilemmas, making each gameplay session a unique psychological journey.</p>
    </section>
    <section>
        <h2>Who Would Enjoy This</h2>
        <p>This RPG is perfect for those who are fans of horror and gothic themes, and who appreciate games that challenge social and psychological norms. It is particularly suited for players who seek a deeply immersive and emotionally intense role-playing experience.</p>
    </section>
</article>",Horror; Narrative-Driven; Psychological; Feminist Themes; Gothic; Investigative; Cooperative,,35,FALSE,FALSE,FALSE,TRUE,TRUE,Monster of the Week,https://evilhat.com/wp-content/uploads/2023/01/MOTW-HC-3d-Web-300x581.webp,monsteroftheweek,"Monster of the Week is a tabletop role-playing game that empowers players to take on the roles of monster hunters, echoing the vibes of shows like Buffy the Vampire Slayer and Supernatural. Players collaborate to investigate mysterious events and battle sinister creatures. The game focuses on story development and character-driven action, using the Powered by the Apocalypse (PbtA) system to facilitate dynamic, cinematic gameplay.",Cyberpunk,"https://m.media-amazon.com/images/I/717itxkES2L._AC_UF1000,1000_QL80_.jpg",cyberpunk,"Cyberpunk is a tabletop RPG that thrusts players into a dystopian future dominated by mega-corporations, advanced technology, and societal decay. The game is renowned for its gritty urban setting, complex character options, and deep narrative elements. It challenges players to navigate the harsh realities of a high-tech world, dealing with cybernetics, hacking, and corporate espionage."
Kingdom,https://www.lamemage.com/kingdom,https://www.lamemage.com/store/cover-K2-300.jpg,kingdom,,"Kingdom RPG immerses players in the creation and governance of a community, exploring leadership and communal decision-making through the ""Crossroads"" system. Players navigate complex social dynamics and their personal influence on the group's path, defining their community's destiny collaboratively. The game uniquely omits a GM, fostering group storytelling and strategic decisions without predefined outcomes.","<article>
    <section>
        <h2>Introduction</h2>
        <p>Kingdom RPG is a cooperative role-playing game that centers on building and managing a community, empowering players to shape its future through pivotal choices and collective strategy.</p>
    </section>
    <section>
        <h2>Game Mechanics</h2>
        <p>The game features a unique decision-making system called ""Crossroads,"" which challenges players to confront critical junctures that dictate the community's trajectory, emphasizing the roles of influence and consequence.</p>
    </section>
    <section>
        <h2>Unique Features</h2>
        <p>Without a traditional GM, Kingdom fosters a shared storytelling experience, where every player contributes equally to the narrative and decisions, reflecting a dynamic simulation of leadership and power dynamics within the community.</p>
    </section>
    <section>
        <h2>Who Would Enjoy This</h2>
        <p>This RPG is ideal for those who enjoy deep role-playing focused on narrative development, strategic decision-making, and exploring complex interpersonal relationships within a group setting.</p>
    </section>
</article>",Narrative-Driven; Cooperative; Decision-Making; Community Building; Strategy; Social Dynamics; Political,,36,FALSE,FALSE,FALSE,TRUE,TRUE,Cyberpunk,"https://m.media-amazon.com/images/I/717itxkES2L._AC_UF1000,1000_QL80_.jpg",cyberpunk,"Cyberpunk is a tabletop RPG that thrusts players into a dystopian future dominated by mega-corporations, advanced technology, and societal decay. The game is renowned for its gritty urban setting, complex character options, and deep narrative elements. It challenges players to navigate the harsh realities of a high-tech world, dealing with cybernetics, hacking, and corporate espionage.",Monster of the Week,https://evilhat.com/wp-content/uploads/2023/01/MOTW-HC-3d-Web-300x581.webp,monsteroftheweek,"Monster of the Week is a tabletop role-playing game that empowers players to take on the roles of monster hunters, echoing the vibes of shows like Buffy the Vampire Slayer and Supernatural. Players collaborate to investigate mysterious events and battle sinister creatures. The game focuses on story development and character-driven action, using the Powered by the Apocalypse (PbtA) system to facilitate dynamic, cinematic gameplay."
Delta Green,https://www.delta-green.com/,https://shop.arcdream.com/cdn/shop/files/God_sBreathcover753wide_480x480.png?v=1726001486,deltagreen,,"Delta Green is a contemporary horror role-playing game that merges elements of Lovecraftian horror with modern conspiracy theories. Players become part of a secret government agency tasked with combating paranormal threats while maintaining their sanity and moral integrity. The game is renowned for its intense psychological impact, deep narrative, and the ethical dilemmas it poses.","<article>
    <section>
        <h2>Introduction</h2>
        <p>Delta Green offers a gripping role-playing experience where players act as secret agents fighting against cosmic horrors and deep-rooted conspiracies. Set in the modern day, this game draws players into a world of darkness and mystery, where the cost of knowledge can be devastating.</p>
    </section>
    <section>
        <h2>Game Mechanics</h2>
        <p>The game employs a percentile-based system that emphasizes skill checks and mental stability. Agents must balance their personal lives with their clandestine duties, managing their psychological health as they face unimaginable horrors. The mechanics foster a palpable sense of dread and urgency, enhancing the game's atmospheric tension.</p>
    </section>
    <section>
        <h2>Unique Features</h2>
        <p>One of Delta Green's hallmark features is its 'Bonds' system, where characters’ relationships are directly affected by the supernatural occurrences they investigate. This not only impacts their performance but also deeply integrates personal narratives into the gameplay, adding layers of emotional complexity.</p>
    </section>
    <section>
        <h2>Who Would Enjoy This</h2>
        <p>Delta Green is ideal for players who thrive on high-stakes investigative gameplay and enjoy the challenge of handling psychological and existential threats. It appeals to those who appreciate a blend of horror, suspense, and moral choices in their role-playing adventures.</p>
    </section>
</article>
","Horror; Conspiracy; Modern; Investigative; Psychological; Narrative-Driven
",,37,FALSE,FALSE,FALSE,TRUE,TRUE,Monster of the Week,https://evilhat.com/wp-content/uploads/2023/01/MOTW-HC-3d-Web-300x581.webp,monsteroftheweek,"Monster of the Week is a tabletop role-playing game that empowers players to take on the roles of monster hunters, echoing the vibes of shows like Buffy the Vampire Slayer and Supernatural. Players collaborate to investigate mysterious events and battle sinister creatures. The game focuses on story development and character-driven action, using the Powered by the Apocalypse (PbtA) system to facilitate dynamic, cinematic gameplay.",No Match,No Match,No Match,No Match
Werewolf: The Apocalypse,https://www.paradoxinteractive.com/games/world-of-darkness/products/tabletop-roleplaying,https://cdn11.bigcommerce.com/s-kftzvkkgjv/images/stencil/1280x1280/products/946/2646/RGS01136-werewolf-the-apocalypse-book-2000px-shadow-3D-v2023__86113.1683661671.png?c=1,werewolf,,"Werewolf: The Apocalypse is a dark fantasy role-playing game set within the World of Darkness universe. Players assume the roles of Garou, werewolves tasked with protecting the earth from supernatural corruption and societal decay. The game combines intense personal drama with broader ecological and spiritual conflicts, highlighting themes of environmentalism and mysticism.","<article>
    <section>
        <h2>Introduction</h2>
        <p>Werewolf: The Apocalypse immerses players in the role of the Garou, fierce werewolves who fight against cosmic and spiritual corruption in a decaying world. This game draws from rich lore to create a setting where supernatural battles mirror ecological crises, providing a poignant narrative on modern issues.</p>
    </section>
    <section>
        <h2>Game Mechanics</h2>
        <p>The game employs a complex system that supports both physical and spiritual warfare, with mechanics designed to highlight the dual nature of the Garou. Players navigate through challenges using their werewolf abilities and human intellect, facing moral dilemmas that test their priorities and their will to survive.</p>
    </section>
    <section>
        <h2>Unique Features</h2>
        <p>A distinctive feature of Werewolf: The Apocalypse is its integration of environmental themes with gothic horror, offering a unique perspective on the responsibilities of power and the impact of human actions on the world. The game encourages players to think critically about their role in society and the natural environment.</p>
    </section>
    <section>
        <h2>Who Would Enjoy This</h2>
        <p>This RPG is ideal for players who enjoy a mix of action, horror, and complex storytelling with a strong moral and ecological subtext. It appeals to those who appreciate games that challenge not only their tactical skills but also their views on morality and sustainability.</p>
    </section>
</article>",Horror; Supernatural; Fantasy; Narrative-Driven; Tactical; Cooperative; Environmental Themes,,38,FALSE,FALSE,FALSE,TRUE,TRUE,Monster of the Week,https://evilhat.com/wp-content/uploads/2023/01/MOTW-HC-3d-Web-300x581.webp,monsteroftheweek,"Monster of the Week is a tabletop role-playing game that empowers players to take on the roles of monster hunters, echoing the vibes of shows like Buffy the Vampire Slayer and Supernatural. Players collaborate to investigate mysterious events and battle sinister creatures. The game focuses on story development and character-driven action, using the Powered by the Apocalypse (PbtA) system to facilitate dynamic, cinematic gameplay.",Monster of the Week,https://evilhat.com/wp-content/uploads/2023/01/MOTW-HC-3d-Web-300x581.webp,monsteroftheweek,"Monster of the Week is a tabletop role-playing game that empowers players to take on the roles of monster hunters, echoing the vibes of shows like Buffy the Vampire Slayer and Supernatural. Players collaborate to investigate mysterious events and battle sinister creatures. The game focuses on story development and character-driven action, using the Powered by the Apocalypse (PbtA) system to facilitate dynamic, cinematic gameplay."
Vaesen,https://freeleaguepublishing.com/games/vaesen/,https://freeleaguepublishing.com/wp-content/uploads/2023/08/Vaesen-The-Lost-Mountain-Saga-Packshot-3D-600x600.jpg,vaesen,,"Vaesen is a narrative-driven RPG that plunges players into the eerie world of Scandinavian folklore, where ancient entities known as Vaesen lurk hidden from modern society. Set in the 19th century, players take on the roles of investigators uncovering these supernatural mysteries, striving to restore balance or protect humanity from these almost forgotten creatures. The game is celebrated for its rich atmospheric setting and deep storytelling, blending history with myth.","<article>
    <section>
        <h2>Introduction</h2>
        <p>Vaesen RPG invites players to explore the dark and mystical world of Nordic folklore in the 19th century. This game uniquely combines the thrill of mystery-solving with the allure of ancient legends, offering an immersive experience into the supernatural.</p>
    </section>
    <section>
        <h2>Game Mechanics</h2>
        <p>The game uses a variant of the Year Zero Engine, adapted to emphasize storytelling and investigation over combat. Players use their characters' unique abilities to interact with the world, solve puzzles, and confront the Vaesen through cleverness and strategy rather than brute force.</p>
    </section>
    <section>
        <h2>Unique Features</h2>
        <p>Vaesen is distinguished by its focus on the less trodden paths of folklore, providing a fresh narrative perspective that delves into psychological and atmospheric horror. The beautifully illustrated game materials enhance the immersive experience, drawing players deeper into the mysteries of the Nordic wilderness.</p>
    </section>
    <section>
        <h2>Who Would Enjoy This</h2>
        <p>This RPG is perfect for fans of historical mysteries and folklore, as well as those who appreciate a game that prioritizes narrative depth and character development over traditional RPG combat mechanics. It appeals especially to players who enjoy cooperative storytelling and rich, atmospheric settings.</p>
    </section>
</article>","Nordic Mythology; Horror; Mystery; Narrative-Driven; Cooperative; Investigation; Supernatura
",,39,FALSE,FALSE,FALSE,TRUE,TRUE,No Match,No Match,No Match,No Match,Monster of the Week,https://evilhat.com/wp-content/uploads/2023/01/MOTW-HC-3d-Web-300x581.webp,monsteroftheweek,"Monster of the Week is a tabletop role-playing game that empowers players to take on the roles of monster hunters, echoing the vibes of shows like Buffy the Vampire Slayer and Supernatural. Players collaborate to investigate mysterious events and battle sinister creatures. The game focuses on story development and character-driven action, using the Powered by the Apocalypse (PbtA) system to facilitate dynamic, cinematic gameplay."
Scum and Villainy,https://evilhat.com/product/scum-and-villainy/,https://evilhat.com/wp-content/uploads/2018/06/Scum-and-Villainy-3d-Face-Right-300x471.png,scumandvillainy,,"Set in a universe inspired by classic sci-fi franchises like Star Wars and Firefly, Scum and Villainy is a tabletop RPG where players take on the roles of daring smugglers, bounty hunters, and outlaws navigating the lawless edge of space. With its focus on daring heists, space battles, and morally complex decisions, this game stands out for its fast-paced action and emphasis on character-driven storytelling.","<article>
    <section>
        <h2>Theme and Setting</h2>
        <p>'Scum and Villainy' is a tabletop roleplaying game set in a gritty science fiction universe inspired by space westerns, heist movies, and other tales of daring pilots and cunning smugglers. Players take on the roles of outlaws and rebels making their way through a galaxy run by corrupt corporations and oppressive governments. The setting is full of shady deals, dangerous jobs, and the ever-present threat of running afoul of the law.</p>
    </section>
    
    <section>
        <h2>Core Mechanics</h2>
        <p>The game uses a streamlined version of the Forged in the Dark system, where players roll a pool of six-sided dice to determine the outcome of their actions. The basic mechanic is rolling a number of dice equal to a character's relevant stat and trying to get a certain number of successes. The results of the rolls determine the level of success or failure, with consequences ranging from minor setbacks to serious complications.</p>
    </section>
    
    <section>
        <h2>What Makes it Unique</h2>
        <p>What sets 'Scum and Villainy' apart is its focus on narrative-driven gameplay and player collaboration. The game encourages players to engage with the story and world-building, offering mechanics that reward creative problem-solving and improvisation. Players have the freedom to shape the setting and the outcomes of their actions, leading to dynamic and unpredictable adventures.</p>
    </section>
    
    <section>
        <h2>Target Audience and Complexity Level</h2>
        <p>'Scum and Villainy' is designed for players who enjoy immersive storytelling, strategic decision-making, and collaborative roleplaying experiences. It is ideal for fans of science fiction, space opera, and heist genres. The game's rules are easy to learn, making it accessible to beginners, while offering enough depth and complexity to satisfy veteran roleplayers looking for new challenges and opportunities for creative expression.</p>
    </section>
</article>",Science Fiction; Space Opera; Forged in the Dark (FitD); Heist,Space-Heist; Smugglers; Alien Cultures,40,FALSE,FALSE,FALSE,FALSE,FALSE,Traveller,https://www.mongoosepublishing.com/cdn/shop/products/travcore2022_2_673x.jpg?v=1637658046,traveller,"Traveller RPG is a science fiction tabletop role-playing game known for its detailed universe and deep system mechanics that support a wide range of sci-fi adventures. From space traders and mercenaries to explorers battling against or aligning with vast empires, Traveller equips players with extensive tools to shape their journeys across the stars. The game is celebrated for its ability to handle complex scenarios across multiple eras of space exploration.
",Star Wars,https://images-cdn.fantasyflightgames.com/filer_public/63/ac/63ac0ee8-6c48-43c4-bf30-99b28b9d46a7/swe02_book_left.png,starwars,"Star Wars RPG immerses players in the expansive Star Wars universe, allowing them to create their own stories within the iconic setting. The game spans various eras, from the Clone Wars to the original trilogy and beyond, incorporating rich lore and diverse character options. Players can engage in deep tactical gameplay, utilizing custom narrative dice for actions and outcomes, and explore themes of duty, morality, and personal destiny.
"
Star Trek Adventures,https://modiphius.net/en-us/collections/star-trek-adventures?srsltid=AfmBOoooAGHpb38LK0WtfxgqSV9paxNUTSNutXadDOof8t3UoSZTnYM-,https://modiphius.net/cdn/shop/files/star-trek-adventures-second-edition-core-rulebook-star-trek-adventures-modiphius-entertainment-759196_500x.jpg?v=1714584692,startrekadventures,,"Boldly go where no one has gone before in Star Trek Adventures, a tabletop RPG that puts players in the shoes of Starfleet officers exploring the final frontier. With its emphasis on exploration, diplomacy, and moral dilemmas, this game captures the essence of the iconic Star Trek universe while giving players the freedom to craft their own unique stories aboard their starship. Engage in thrilling starship battles, negotiate with alien species, and uphold the values of the Federation in this immersive and thought-provoking RPG experience.","<article>
    <section>
        <h2>Star Trek Adventures</h2>
        
        <p>Star Trek Adventures is a tabletop roleplaying game set in the iconic universe of Star Trek. Players take on the roles of Starfleet officers exploring the galaxy, encountering strange new worlds, and boldly facing challenges along the way. The game is designed to capture the themes of exploration, diplomacy, and ethical decision-making that are central to the Star Trek franchise.</p>
    </section>
    
    <section>
        <h2>Core Mechanics</h2>
        
        <p>Star Trek Adventures uses a 2d20 system, where players roll two twenty-sided dice to determine the outcome of their actions. The system emphasizes narrative-driven gameplay and character-focused storytelling. Characters have attributes, disciplines, focuses, and values that influence their abilities and actions. Task resolutions involve rolling dice and comparing the result to a target number based on the difficulty of the task.</p>
    </section>
    
    <section>
        <h2>What Makes It Unique</h2>
        
        <p>What sets Star Trek Adventures apart is its focus on exploration and communication over combat. Players are encouraged to seek peaceful solutions, negotiate treaties, and navigate diplomatic encounters. The game also includes mechanics for starship combat and exploration, allowing players to engage in spacefaring adventures that capture the spirit of the Star Trek universe.</p>
    </section>
    
    <section>
        <h2>Target Audience and Complexity Level</h2>
        
        <p>Star Trek Adventures is designed for fans of the Star Trek franchise who enjoy storytelling and roleplaying. The game is suitable for players of various experience levels, from beginners to seasoned roleplayers. The rules are relatively easy to learn, but allow for depth and complexity as players explore the nuances of the 2d20 system and the intricacies of Star Trek's moral dilemmas.</p>
    </section>
</article>",Science Fiction; Tactical Combat; Narrative-Driven; Team-Based,Star Trek; Starfleet; Aliens,41,FALSE,FALSE,FALSE,FALSE,FALSE,Traveller,https://www.mongoosepublishing.com/cdn/shop/products/travcore2022_2_673x.jpg?v=1637658046,traveller,"Traveller RPG is a science fiction tabletop role-playing game known for its detailed universe and deep system mechanics that support a wide range of sci-fi adventures. From space traders and mercenaries to explorers battling against or aligning with vast empires, Traveller equips players with extensive tools to shape their journeys across the stars. The game is celebrated for its ability to handle complex scenarios across multiple eras of space exploration.
",Dune: Adventures in the Imperium,https://modiphius.net/cdn/shop/products/StandardEditionCorebook_RGB-150dpi_500x.jpg?v=1619080689,duneadventuresintheimperium,"Embark on a thrilling journey through the epic universe of Frank Herbert's Dune in this tabletop RPG filled with political intrigue, powerful factions, and dangerous desert landscapes. With a focus on narrative-driven gameplay and rich world-building, players will navigate the treacherous paths of House politics and engage in tense confrontations with rival factions, showcasing the deep lore and complex relationships of the Dune universe."
Coriolis,https://freeleaguepublishing.com/games/coriolis/,https://freeleaguepublishing.com/wp-content/uploads/2023/08/Coriolis_wakeoftheicons_packshot_3D-600x600.jpg,coriolis,,"Embark on a spacefaring adventure in Coriolis, a sci-fi tabletop RPG set in a universe of ancient mysteries and interstellar conflict. Players navigate political intrigue and cosmic dangers aboard a living spaceship, utilizing unique mechanics like the iconic Symmetry Point to shape the narrative and create unforgettable stories in the vastness of space.","<article>
    <section>
        <h2>Theme and Setting</h2>
        <p>'Coriolis' is a tabletop roleplaying game set in a distant future where humanity has colonized a vast region of space known as the Third Horizon. Players take on the roles of spacefaring adventurers, exploring the mysteries of this ancient and spiraling galaxy. The game is heavily inspired by Middle Eastern culture and mythology, creating a unique and rich setting for players to immerse themselves in.</p>
    </section>
    
    <section>
        <h2>Core Mechanics</h2>
        <p>The core mechanics of 'Coriolis' are based on the Year Zero Engine, which uses a pool of six-sided dice for resolution. Players roll a number of dice equal to their relevant skills and attributes, seeking to score at least one six to succeed at a task. Different levels of success can be achieved based on the number of sixes rolled, allowing for degrees of success or failure in various situations. The game also features rules for combat, social interactions, and exploration, providing a comprehensive framework for storytelling and gameplay.</p>
    </section>
    
    <section>
        <h2>What Makes it Unique</h2>
        <p>One of the unique aspects of 'Coriolis' is its focus on the interconnected web of relationships between characters, factions, and the universe at large. Players are encouraged to engage with the complex politics and moral dilemmas of the Third Horizon, making choices that impact not only their own characters but the world around them. The game also incorporates elements of mysticism and supernatural powers, allowing players to tap into the mystical energies of the universe to achieve their goals.</p>
    </section>
    
    <section>
        <h2>Target Audience and Complexity Level</h2>
        <p>'Coriolis' is targeted at players who enjoy rich storytelling, immersive world-building, and complex moral narratives. The game is best suited for experienced roleplayers who are comfortable with narrative-focused gameplay and enjoy exploring the nuances of character relationships and political intrigue. While the mechanics of 'Coriolis' are relatively simple to grasp, the depth of its setting and the complexity of its themes make it a game that rewards deep engagement and thoughtful decision-making.</p>
    </section>
</article>",Science Fiction; Space Opera; Narrative-Driven; Exploration-Driven,Cinematic; Middle-Eastern Setting; Interstellar Travel,42,FALSE,FALSE,FALSE,FALSE,FALSE,Traveller,https://www.mongoosepublishing.com/cdn/shop/products/travcore2022_2_673x.jpg?v=1637658046,traveller,"Traveller RPG is a science fiction tabletop role-playing game known for its detailed universe and deep system mechanics that support a wide range of sci-fi adventures. From space traders and mercenaries to explorers battling against or aligning with vast empires, Traveller equips players with extensive tools to shape their journeys across the stars. The game is celebrated for its ability to handle complex scenarios across multiple eras of space exploration.
",Star Wars,https://images-cdn.fantasyflightgames.com/filer_public/63/ac/63ac0ee8-6c48-43c4-bf30-99b28b9d46a7/swe02_book_left.png,starwars,"Star Wars RPG immerses players in the expansive Star Wars universe, allowing them to create their own stories within the iconic setting. The game spans various eras, from the Clone Wars to the original trilogy and beyond, incorporating rich lore and diverse character options. Players can engage in deep tactical gameplay, utilizing custom narrative dice for actions and outcomes, and explore themes of duty, morality, and personal destiny.
"
Dune: Adventures in the Imperium,https://modiphius.net/en-us/pages/dune-adventures-in-the-imperium?srsltid=AfmBOoq4W61Ej92xJ4iF4jY9I3pvFdYsgABtFObtEcVo_er_yi5b49bz,https://modiphius.net/cdn/shop/products/StandardEditionCorebook_RGB-150dpi_500x.jpg?v=1619080689,duneadventuresintheimperium,,"Embark on a thrilling journey through the epic universe of Frank Herbert's Dune in this tabletop RPG filled with political intrigue, powerful factions, and dangerous desert landscapes. With a focus on narrative-driven gameplay and rich world-building, players will navigate the treacherous paths of House politics and engage in tense confrontations with rival factions, showcasing the deep lore and complex relationships of the Dune universe.","<article>
    <section>
        <h2>Theme and Setting</h2>
        <p>Dune: Adventures in the Imperium is a tabletop roleplaying game set in the rich and intricate world of Frank Herbert's Dune universe. Players take on the roles of noble houses, planetary factions, or other groups vying for power, wealth, and influence on the harsh desert planet of Arrakis. The game captures the political intrigue, resource management, and epic conflicts of the Dune series.</p>
    </section>
    
    <section>
        <h2>Core Mechanics</h2>
        <p>The game uses a 2d20 system, where players roll two twenty-sided dice under certain circumstances to determine success or failure in their actions. Players create characters using archetypes such as Mentat, Bene Gesserit, or Fremen, each with unique abilities and skills. The system emphasizes narrative storytelling, with players encouraged to collaborate on creating scenes and advancing the plot.</p>
    </section>
    
    <section>
        <h2>What Makes it Unique</h2>
        <p>Dune: Adventures in the Imperium stands out for its focus on political maneuvering and manipulation in a grand setting. Players must navigate treacherous alliances, negotiate delicate agreements, and outmaneuver rivals to achieve their goals on Arrakis. The game also incorporates elements of resource management, with players juggling their supplies of water and spice to survive in the harsh desert environment.</p>
    </section>
    
    <section>
        <h2>Target Audience and Complexity Level</h2>
        <p>The game is targeted at fans of the Dune series who are interested in exploring the universe in a more interactive and immersive way. It is suitable for players who enjoy complex political games with deep storytelling elements. While the 2d20 system may require some familiarity with tabletop RPG mechanics, the game provides detailed guidance for new players to get started and immerse themselves in the world of Dune.</p>
    </section>
</article>",Science Fiction; Political; Exploration-Driven; Team-Based; Narrative-Driven; Tactical Combat,Political Intrigue; Planetary Exploration; House Politics,43,FALSE,FALSE,FALSE,FALSE,FALSE,Traveller,https://www.mongoosepublishing.com/cdn/shop/products/travcore2022_2_673x.jpg?v=1637658046,traveller,"Traveller RPG is a science fiction tabletop role-playing game known for its detailed universe and deep system mechanics that support a wide range of sci-fi adventures. From space traders and mercenaries to explorers battling against or aligning with vast empires, Traveller equips players with extensive tools to shape their journeys across the stars. The game is celebrated for its ability to handle complex scenarios across multiple eras of space exploration.
",Kingdom,https://www.lamemage.com/store/cover-K2-300.jpg,kingdom,"Kingdom RPG immerses players in the creation and governance of a community, exploring leadership and communal decision-making through the ""Crossroads"" system. Players navigate complex social dynamics and their personal influence on the group's path, defining their community's destiny collaboratively. The game uniquely omits a GM, fostering group storytelling and strategic decisions without predefined outcomes."
Eclipse Phase,https://eclipsephase.com/,https://posthuman.shop/cdn/shop/products/PS_21000_EclipsePhase_4thPrinting_740x.jpg?v=1632934146,eclipsephase,,"In Eclipse Phase, players explore a post-apocalyptic future where humanity has splintered across the solar system, facing existential threats from rogue AI, alien entities, and transhuman ideologies. With a vast array of customizable characters, sandbox-style gameplay, and a focus on mind-bending science fiction concepts like minds uploading and synthetic bodies, Eclipse Phase challenges players to question the nature of identity, morality, and the boundaries of human consciousness.","<article>
    <section>
        <h2>Theme and Setting</h2>
        <p>Eclipse Phase is a tabletop roleplaying game set in a post-apocalyptic future where humanity has spread across the solar system and beyond. Players take on the roles of ""transhuman"" agents who are tasked with investigating mysteries, battling threats, and navigating political complexities in a world where technology has drastically reshaped society.</p>
    </section>
    
    <section>
        <h2>Core Mechanics</h2>
        <p>The core mechanics of Eclipse Phase revolve around using percentile dice (d100) to determine the success or failure of actions. Characters have skills and attributes that influence their dice rolls, along with morphs (bodies) that can be switched out to gain different advantages in different situations. Players can also upload their consciousness into a digital form, allowing for even more flexibility in interaction with the game world.</p>
    </section>
    
    <section>
        <h2>What Makes it Unique</h2>
        <p>What sets Eclipse Phase apart from other roleplaying games is its deep exploration of transhumanism and the ethical dilemmas that come with advanced technology. Players are constantly faced with questions about identity, consciousness, and the nature of humanity itself. The game also features a comprehensive setting with detailed lore and factions, allowing for rich storytelling and world-building opportunities.</p>
    </section>
    
    <section>
        <h2>Target Audience and Complexity Level</h2>
        <p>Eclipse Phase is a game best suited for experienced roleplayers who are interested in complex narratives and moral ambiguity. The game's deep dive into transhumanist themes may appeal to fans of science fiction and cyberpunk genres. The mechanics of the game can be intricate, requiring players to be comfortable with managing multiple character aspects and engaging in thought-provoking roleplaying scenarios.</p>
    </section>
</article>",Science Fiction; Post-Apocalyptic; Cosmic Horror; Narrative-Driven; Survival; Exploration-Driven; Character Customization,Transhumanism; Mind Hacking; Virtual Reality,44,FALSE,FALSE,FALSE,FALSE,FALSE,Traveller,https://www.mongoosepublishing.com/cdn/shop/products/travcore2022_2_673x.jpg?v=1637658046,traveller,"Traveller RPG is a science fiction tabletop role-playing game known for its detailed universe and deep system mechanics that support a wide range of sci-fi adventures. From space traders and mercenaries to explorers battling against or aligning with vast empires, Traveller equips players with extensive tools to shape their journeys across the stars. The game is celebrated for its ability to handle complex scenarios across multiple eras of space exploration.
",Apocalypse World,https://img.itch.zone/aW1nLzI2Njk0NDIuanBn/347x500/CZO0i0.jpg,apocalypseworld,Apocalypse World is the award-winning and critically acclaimed game that launched the Powered by the Apocalypse school of rpg design.
